b
-139.875000 81.687500
-142.224517 81.677100
-143.781250 81.647000
-143.781250 81.625000
-143.781250 81.591800
-143.858170 81.542600
-143.937500 81.531300
-144.057426 81.514000
-144.078640 81.483600
-144.062500 81.312550
-144.042000 81.095170
-144.044780 81.086450
-144.468750 81.000050
-144.682545 80.956550
-145.062500 80.616200
-145.062500 80.468800
-145.062500 80.422000
-145.104720 80.375100
-145.156250 80.375100
-145.269737 80.375100
-145.399460 79.962110
-145.375000 79.656350
-145.361310 79.485240
-145.312130 79.436950
-145.187500 79.406350
-145.050659 79.372750
-145.043570 79.348850
-145.062500 79.156350
-145.088720 78.889660
-145.180389 78.750100
-145.343750 78.750100
-145.409950 78.750100
-145.437500 78.723300
-145.437500 78.687600
-145.437500 78.651800
-145.437510 78.625100
-145.406250 78.625100
-145.374990 78.625100
-145.330810 78.535900
-145.312500 78.437600
-145.277160 78.247950
-145.078147 77.715650
-144.968750 77.468850
-144.882020 77.273220
-144.664234 77.244050
-144.312500 77.343850
-144.066117 77.413750
-144.019942 77.451510
-143.843750 77.750100
-143.730662 77.941760
-143.589520 78.125100
-143.562500 78.125100
-143.495370 78.125100
-143.511040 78.101300
-143.656250 77.812600
-143.753120 77.620010
-143.781250 77.427890
-143.781250 77.031350
-143.781250 76.644770
-143.816910 76.458980
-143.906250 76.281350
-144.007020 76.080990
-144.016080 76.031350
-143.937500 76.031350
-143.885480 76.031350
-143.830870 75.995650
-143.843750 75.968850
-143.856630 75.942050
-143.922020 75.857310
-143.968750 75.750100
-144.015490 75.642890
-144.093240 75.500100
-144.125000 75.437600
-144.196420 75.296930
-144.088570 75.281920
-143.812500 75.406400
-143.542871 75.527930
-143.200589 75.656400
-143.093750 75.656400
-143.043020 75.656400
-143.000000 75.568800
-143.000000 75.468900
-143.000000 75.317460
-143.000240 75.312200
-142.843750 75.343900
-142.687124 75.375600
-142.657260 75.349900
-142.562500 75.125150
-142.503840 74.985890
-142.449240 74.794500
-142.468750 74.718900
-142.498250 74.604360
-142.497830 74.606850
-142.375000 74.625200
-142.267089 74.641200
-142.207070 74.697400
-142.156250 74.875200
-142.117990 75.009070
-142.019110 75.161550
-141.937500 75.218950
-141.765143 75.340160
-141.660291 75.304150
-141.781250 75.156450
-141.849100 75.073550
-141.850490 75.037600
-141.781250 74.906450
-141.682600 74.719570
-141.546500 74.704380
-141.156250 74.843950
-141.005292 74.897950
-140.861630 74.924550
-140.843750 74.906450
-140.825880 74.888350
-140.951786 74.728580
-141.125000 74.562700
-141.325686 74.370510
-141.450330 74.202600
-141.437500 74.125200
-141.426430 74.058400
-141.444900 73.990350
-141.500000 73.968950
-141.555140 73.947450
-141.593750 73.878350
-141.593750 73.812700
-141.593750 73.747200
-141.620990 73.678550
-141.656250 73.656450
-141.691500 73.634350
-141.718750 73.502000
-141.718750 73.375200
-141.718750 73.202240
-141.743870 73.161000
-141.812500 73.187700
-141.862810 73.207300
-141.957510 73.177100
-142.000000 73.125200
-142.042490 73.073300
-142.188402 72.976150
-142.343750 72.906450
-142.545033 72.816150
-142.639790 72.732680
-142.687500 72.593950
-142.744830 72.427250
-142.775750 72.406150
-142.875000 72.468950
-142.970010 72.529050
-143.106923 72.484850
-143.625000 72.218950
-144.250000 71.906450
-144.250000 71.625200
-144.233550 71.367480
-144.222050 71.340450
-144.343750 71.406450
-144.431190 71.453750
-144.500000 71.451750
-144.500000 71.406450
-144.500000 71.369450
-144.527240 71.343950
-144.562500 71.343950
-144.597750 71.343950
-144.625000 71.425650
-144.625000 71.531450
-144.625000 71.699260
-144.653110 71.745300
-144.875000 71.812700
-145.089699 71.877900
-145.178648 71.878800
-145.437500 71.781500
-145.606128 71.718100
-145.794250 71.585050
-145.875000 71.500250
-145.955750 71.415450
-146.087160 71.344000
-146.156250 71.344000
-146.225330 71.344000
-146.281250 71.312800
-146.281250 71.281500
-146.281250 71.250300
-146.347890 71.250300
-146.437500 71.250300
-146.633969 71.250300
-146.638690 71.229200
-146.687500 70.969050
-146.719120 70.800360
-146.703200 70.782400
-146.625000 70.812800
-146.571830 70.833500
-146.525750 70.910900
-146.531250 70.969050
-146.550290 71.168820
-146.524250 71.183020
-146.437500 71.062750
-146.329464 70.913020
-146.156250 70.972750
-146.156250 71.156450
-146.156250 71.229050
-146.129010 71.281450
-146.093750 71.281450
-146.058500 71.281450
-146.031250 71.225850
-146.031250 71.156450
-146.031250 70.970360
-145.911700 70.949330
-145.687500 71.062750
-145.577897 71.118150
-145.465940 71.143050
-145.437500 71.125250
-145.409060 71.107450
-145.365260 71.150250
-145.343750 71.218950
-145.289370 71.392550
-145.125000 71.436670
-145.125000 71.281450
-145.125000 71.130050
-144.969060 71.083350
-144.781250 71.156450
-144.549506 71.246650
-143.906091 71.343950
-143.593750 71.343950
-143.434803 71.343950
-143.150342 71.382950
-142.968750 71.437650
-142.653011 71.532750
-142.620420 71.568560
-142.656250 71.750150
-142.689440 71.918370
-142.693940 71.929200
-142.531250 71.968900
-142.430226 71.993600
-142.224557 72.090000
-142.093750 72.156400
-141.962943 72.222800
-141.777520 72.250100
-141.687500 72.250100
-141.413729 72.250100
-141.031250 72.533650
-141.031250 72.718850
-141.031250 72.796550
-140.931132 72.847250
-140.718750 72.906350
-140.551282 72.952950
-140.358890 73.073250
-140.281250 73.156350
-140.186290 73.258040
-140.055923 73.312600
-139.906250 73.312600
-139.704451 73.312600
-139.321960 73.551810
-139.250000 73.718850
-139.199980 73.834950
-138.945367 74.031350
-138.843750 74.031350
-138.784200 74.031350
-138.702590 74.068450
-138.656250 74.125050
-138.547855 74.257430
-138.630220 74.418200
-138.843750 74.468800
-138.952071 74.494500
-139.017020 74.564100
-139.031250 74.687550
-139.047700 74.830340
-138.998180 74.889010
-138.812500 75.000050
-138.686779 75.075250
-138.593750 75.154750
-138.593750 75.187550
-138.593750 75.255850
-138.260520 75.413100
-138.000000 75.468800
-137.821790 75.506900
-137.739011 75.727350
-137.875000 75.812550
-137.960340 75.865950
-137.961970 75.968800
-137.875000 75.968800
-137.836980 75.968800
-137.691947 76.082790
-137.562500 76.218800
-137.433052 76.354800
-137.280450 76.476350
-137.218750 76.500050
-137.147220 76.527550
-137.125000 76.629070
-137.125000 76.750050
-137.125000 76.918450
-137.088360 76.931200
-136.875000 76.968800
-136.742788 76.992100
-136.565740 77.055200
-136.468750 77.093800
-136.337439 77.145800
-136.257370 77.121400
-136.187500 77.062600
-136.112180 76.999300
-136.057502 77.015900
-135.906250 77.125100
-135.722718 77.257600
-135.562500 77.297050
-135.562500 77.218800
-135.562500 77.197500
-135.642310 77.108860
-135.718750 77.000050
-135.846900 76.817640
-135.848600 76.791900
-135.750000 76.718800
-135.691190 76.675200
-135.656250 76.597050
-135.656250 76.562550
-135.656250 76.489250
-136.019331 76.540050
-136.125000 76.625050
-136.208900 76.692550
-136.762520 76.477030
-136.843750 76.343800
-136.872750 76.296200
-136.884700 76.187800
-136.875000 76.093800
-136.862210 75.970180
-136.894940 75.861560
-137.031250 75.750050
-137.323663 75.510840
-137.392538 75.377790
-137.250000 75.187550
-137.145279 75.047750
-137.114216 75.022500
-137.000000 75.093850
-136.922490 75.142250
-136.843750 75.163850
-136.843750 75.125050
-136.843750 75.028850
-137.107163 74.790300
-137.218750 74.781300
-137.271640 74.777300
-137.330930 74.785300
-137.375000 74.781300
-137.419070 74.777300
-137.468750 74.696600
-137.468750 74.625050
-137.468750 74.516030
-137.434470 74.511650
-137.187500 74.500050
-136.952125 74.488950
-136.823014 74.520550
-136.562500 74.687550
-136.383367 74.802390
-136.139788 74.939150
-136.031250 75.000050
-135.910718 75.067650
-135.843750 75.168850
-135.843750 75.250050
-135.843750 75.406520
-135.831090 75.398110
-135.500000 75.281250
-135.238346 75.188950
-135.000000 75.243450
-135.000000 75.406250
-135.000000 75.446450
-134.921840 75.586020
-134.843750 75.687500
-134.765720 75.788060
-134.747290 75.862900
-134.781250 75.875000
-135.052400 75.971200
-135.127083 76.361870
-134.906250 76.531250
-134.745525 76.654070
-134.609840 76.653840
-134.656250 76.531250
-134.701060 76.412610
-134.530321 76.338050
-134.375000 76.406250
-134.085288 76.533450
-133.822400 76.517870
-133.812500 76.406250
-133.807800 76.352650
-133.785350 76.272550
-133.781250 76.218750
-133.777150 76.164950
-133.698070 76.078050
-133.593750 76.031250
-133.473300 75.977250
-133.363100 75.891840
-133.312500 75.750000
-133.247610 75.568110
-133.231900 75.528900
-133.125000 75.562500
-133.052800 75.585200
-132.965690 75.638600
-132.937500 75.687500
-132.839780 75.857080
-132.749025 75.774800
-132.750000 75.500000
-132.750640 75.321000
-132.776700 75.255200
-132.812500 75.312500
-132.850920 75.374000
-132.875680 75.362600
-132.906250 75.312500
-132.930370 75.273000
-132.914050 75.250000
-132.875000 75.250000
-132.835980 75.250000
-132.740500 75.185900
-132.656250 75.093750
-132.458200 74.877130
-131.659688 74.665300
-131.125000 74.687500
-130.640926 74.707600
-130.455910 74.638100
-130.406250 74.437500
-130.340660 74.172600
-129.885580 73.833320
-129.812500 74.000000
-129.749740 74.143130
-129.262397 74.298150
-128.937500 74.281250
-128.759183 74.272250
-128.729016 74.156250
-128.906250 74.156250
-128.996630 74.156250
-129.031250 74.103450
-129.031250 74.000000
-129.031250 73.919200
-129.087370 73.824850
-129.156250 73.781250
-129.307140 73.685750
-129.385141 73.761350
-129.250000 73.874950
-129.120166 73.984130
-129.149986 74.176050
-129.281250 74.124950
-129.337020 74.103250
-129.391510 74.093750
-129.406250 74.093750
-129.421000 74.093750
-129.437500 74.010050
-129.437500 73.937500
-129.437500 73.864900
-129.449840 73.800750
-129.500000 73.781250
-129.550160 73.761750
-129.636140 73.709350
-129.656250 73.656250
-129.704110 73.529830
-129.520898 73.188300
-129.375000 73.125000
-129.264969 73.077200
-129.214602 73.086900
-128.968750 73.062500
-128.807825 73.046600
-128.805018 72.906250
-128.968750 72.906250
-129.097360 72.906250
-129.133160 72.902250
-129.093750 72.562500
-129.040840 72.106160
-128.914949 71.791320
-128.687500 71.562500
-128.534207 71.408200
-128.487940 71.402200
-128.468750 71.500000
-128.452090 71.584900
-128.428210 71.591900
-128.312500 71.562500
-128.108928 71.510700
-128.017440 71.691510
-128.156250 71.906250
-128.213010 71.994050
-128.281250 72.127850
-128.281250 72.218750
-128.281250 72.371050
-128.257910 72.387900
-128.125000 72.312450
-128.045670 72.267450
-127.965810 72.201100
-127.937500 72.156200
-127.904570 72.103900
-127.829374 72.097000
